respid,WEIGHT,party,age_cat,educ,urbanicity,state,solar_general,solar_local,wind_local,solar_farm_nearby,main_concern
10630,0.4247,Independent,65+,College graduate or more,Rural,Texas,Strongly favor,Strongly favor,Somewhat oppose,Yes,No concerns
10631,0.9976,Democrat,30-49,High school or less,Urban,Oklahoma,Somewhat favor,Strongly favor,Somewhat favor,No,No concerns
10632,0.9054,Democrat,18-29,College graduate or more,Urban,Arkansas,Strongly favor,Somewhat favor,Somewhat favor,Yes,No concerns
10633,1.7336,Republican,30-49,High school or less,Suburban,Kansas,Strongly oppose,Somewhat favor,Strongly oppose,No,No concerns
10634,0.9309,Independent,50-64,High school or less,Suburban,Texas,Somewhat oppose,99,Somewhat oppose,No,No concerns
10635,1.3999,Republican,30-49,High school or less,Urban,Oklahoma,Strongly favor,Somewhat favor,Somewhat favor,No,No concerns
10636,0.7731,Independent,65+,Some college,Rural,Oklahoma,Strongly favor,Somewhat favor,Strongly oppose,Yes,No concerns
10637,1.246,Republican,65+,High school or less,Suburban,Texas,Strongly favor,Somewhat oppose,Strongly favor,No,Worried about property values
10638,0.8447,Democrat,30-49,Some college,Suburban,Texas,Strongly favor,Strongly favor,Somewhat favor,No,Worried about property values
10639,0.9652,Democrat,30-49,High school or less,Urban,Missouri,Somewhat favor,Strongly favor,Strongly favor,No,Worried about property values
10640,0.7226,Republican,50-64,Some college,Suburban,Arkansas,Strongly favor,Strongly oppose,Somewhat oppose,No,Uses too much land
10641,0.9926,Independent,30-49,Some college,Suburban,Kansas,Somewhat favor,Strongly oppose,Strongly favor,No,Uses too much land
10642,1.2264,Republican,30-49,Some college,Rural,Texas,Strongly oppose,Strongly oppose,Somewhat oppose,No,Changes how the area looks
10643,1.2027,Republican,50-64,High school or less,Rural,Missouri,Strongly oppose,Somewhat favor,Somewhat oppose,No,No concerns
10644,0.8674,Independent,30-49,Some college,Suburban,Texas,Somewhat favor,Somewhat oppose,Somewhat oppose,No,Uses too much land
10645,1.1953,Republican,50-64,High school or less,Suburban,Oklahoma,Somewhat favor,Somewhat oppose,Strongly favor,No,Uses too much land
10646,1.2258,Democrat,30-49,High school or less,Suburban,Arkansas,Somewhat favor,Strongly oppose,Strongly favor,No,Doubts it is reliable
10647,0.9571,Democrat,18-29,College graduate or more,Urban,Missouri,Strongly favor,Strongly favor,Somewhat favor,No,Changes how the area looks
10648,1.584,Democrat,30-49,High school or less,Rural,Oklahoma,Strongly favor,Somewhat oppose,Strongly favor,No,Changes how the area looks
10649,0.6232,Independent,50-64,Some college,Suburban,Kansas,Somewhat oppose,Strongly favor,Somewhat favor,No,No concerns
10650,0.7736,Democrat,50-64,High school or less,Suburban,Texas,Strongly favor,99,Somewhat oppose,No,No concerns
10651,2.7348,Republican,18-29,High school or less,Suburban,Arkansas,Strongly favor,Somewhat oppose,Strongly oppose,No,Worried about property values
10652,0.9058,Independent,50-64,Some college,Urban,Oklahoma,Strongly oppose,Somewhat favor,Somewhat favor,No,Something else
10653,0.4291,Democrat,50-64,Some college,Suburban,Texas,Somewhat favor,Somewhat favor,Strongly favor,No,Changes how the area looks
10654,1.2097,Democrat,50-64,High school or less,Urban,Louisiana,Strongly favor,99,Strongly favor,No,No concerns
10655,0.6417,Republican,50-64,Some college,Suburban,Oklahoma,Somewhat favor,Strongly oppose,Somewhat favor,No,Something else
10656,0.8926,Independent,50-64,High school or less,Urban,Texas,Somewhat favor,Strongly oppose,Strongly favor,No,Worried about property values
10657,1.8777,Republican,30-49,High school or less,Urban,Missouri,Somewhat oppose,Strongly oppose,Somewhat oppose,No,Changes how the area looks
10658,0.5653,Independent,30-49,College graduate or more,Suburban,Texas,Somewhat favor,Somewhat favor,Somewhat favor,No,No concerns
10659,2.8174,Independent,18-29,High school or less,Urban,Texas,Strongly favor,Strongly favor,Somewhat favor,No,No concerns
10660,2.0206,Independent,30-49,High school or less,Rural,Texas,Somewhat oppose,Somewhat favor,Somewhat oppose,Yes,Something else
10661,1.3548,Republican,18-29,Some college,Suburban,Arkansas,Strongly favor,Somewhat oppose,Strongly oppose,No,Changes how the area looks
10662,1.1355,Republican,18-29,College graduate or more,Suburban,Texas,Strongly favor,Somewhat oppose,Somewhat oppose,No,Uses too much land
10663,1.1233,Republican,30-49,Some college,Suburban,Arkansas,Somewhat oppose,Strongly oppose,Somewhat favor,No,Worried about property values
10664,0.5812,Democrat,30-49,College graduate or more,Rural,Texas,Strongly favor,Strongly favor,Somewhat favor,Yes,Changes how the area looks
10665,1.3304,Independent,18-29,Some college,Suburban,Oklahoma,Strongly favor,Strongly favor,Somewhat favor,No,Something else
10666,1.0848,Democrat,30-49,Some college,Suburban,Texas,Somewhat favor,Somewhat favor,Somewhat favor,No,Something else
10667,0.4597,Independent,65+,Some college,Urban,Kansas,Somewhat oppose,Somewhat favor,Strongly oppose,No,No concerns
10668,0.8438,Republican,50-64,Some college,Suburban,Texas,Somewhat favor,Somewhat favor,Somewhat oppose,No,Something else
10669,0.3765,Democrat,50-64,College graduate or more,Suburban,Texas,Strongly favor,Somewhat favor,Somewhat oppose,Yes,No concerns
10670,0.5048,Republican,65+,College graduate or more,Urban,Oklahoma,Strongly oppose,Somewhat favor,Somewhat favor,No,Worried about property values
10671,0.9217,Republican,30-49,Some college,Urban,Oklahoma,Strongly favor,Somewhat oppose,Somewhat oppose,Yes,Uses too much land
10672,1.6713,Republican,18-29,Some college,Urban,Oklahoma,Somewhat favor,Somewhat oppose,Strongly favor,No,Changes how the area looks
10673,1.1413,Republican,65+,High school or less,Urban,Arkansas,Strongly oppose,Somewhat oppose,Strongly oppose,No,Something else
10674,0.704,Democrat,65+,Some college,Urban,Arkansas,Strongly favor,Strongly favor,Somewhat favor,No,Worried about property values
10675,1.041,Independent,50-64,High school or less,Suburban,Texas,Somewhat favor,Somewhat favor,Somewhat favor,Yes,Something else
10676,1.0146,Republican,50-64,High school or less,Suburban,Texas,Strongly favor,99,Somewhat favor,No,No concerns
10677,1.7976,Independent,30-49,High school or less,Suburban,Oklahoma,Somewhat oppose,Somewhat favor,Somewhat oppose,No,Uses too much land
10678,0.7981,Independent,30-49,Some college,Suburban,Kansas,Somewhat oppose,Somewhat favor,99,No,Worried about property values
10679,1.4289,Independent,50-64,High school or less,Rural,Texas,Strongly favor,Strongly favor,Somewhat oppose,No,No concerns
10680,1.9584,Republican,30-49,High school or less,Suburban,Oklahoma,Somewhat oppose,Strongly oppose,Strongly oppose,No,Doubts it is reliable
10681,0.4068,Independent,50-64,College graduate or more,Suburban,Louisiana,Strongly favor,Strongly favor,Somewhat oppose,No,No concerns
10682,1.0278,Independent,50-64,High school or less,Suburban,Missouri,Strongly favor,Strongly oppose,Strongly oppose,No,Uses too much land
10683,2.0725,Republican,30-49,High school or less,Rural,Texas,Somewhat oppose,Somewhat oppose,Strongly oppose,No,Uses too much land
10684,1.4472,Republican,30-49,High school or less,Suburban,Louisiana,Somewhat favor,Somewhat favor,Somewhat favor,No,No concerns
10685,1.2381,Republican,30-49,High school or less,Suburban,Louisiana,Strongly favor,Strongly favor,Strongly oppose,No,No concerns
10686,0.7094,Democrat,50-64,Some college,Suburban,Oklahoma,Somewhat favor,Strongly favor,Somewhat favor,Yes,No concerns
10687,1.7798,Democrat,30-49,High school or less,Urban,Texas,Strongly favor,Strongly favor,Somewhat favor,No,Uses too much land
10688,1.0084,Independent,65+,High school or less,Urban,Texas,Somewhat favor,Somewhat favor,Strongly favor,No,No concerns
10689,0.5929,Democrat,50-64,Some college,Suburban,Oklahoma,Somewhat favor,Somewhat favor,Strongly favor,No,No concerns
10690,0.4155,Independent,50-64,College graduate or more,Urban,Louisiana,Somewhat oppose,Somewhat oppose,Strongly oppose,No,Worried about property values
10691,2.2069,Republican,18-29,High school or less,Suburban,Arkansas,Strongly oppose,Somewhat oppose,99,No,Uses too much land
10692,0.3873,Democrat,65+,College graduate or more,Rural,Texas,Strongly favor,Somewhat favor,Somewhat favor,No,No concerns
10693,0.2264,Democrat,65+,College graduate or more,Urban,Texas,Somewhat favor,Somewhat favor,Somewhat favor,No,Changes how the area looks
10694,0.8032,Independent,65+,High school or less,Urban,Texas,Strongly oppose,Somewhat favor,Somewhat oppose,No,No concerns
10695,0.3549,Republican,65+,College graduate or more,Urban,Kansas,Strongly favor,Strongly favor,Somewhat favor,No,No concerns
10696,1.2478,Democrat,18-29,Some college,Suburban,Oklahoma,Somewhat favor,Strongly favor,Somewhat favor,No,No concerns
10697,0.6293,Democrat,30-49,Some college,Suburban,Texas,Somewhat favor,Strongly favor,Somewhat favor,Yes,Worried about property values
10698,0.7683,Democrat,30-49,Some college,Rural,Oklahoma,Strongly favor,Strongly favor,Somewhat favor,No,Uses too much land
10699,0.3045,Democrat,50-64,College graduate or more,Suburban,Texas,Strongly favor,99,Strongly favor,No,No concerns
10700,3.1918,Democrat,18-29,High school or less,Rural,Texas,Strongly favor,Somewhat favor,Strongly favor,No,Uses too much land
10701,0.5012,Independent,30-49,College graduate or more,Suburban,Texas,Somewhat favor,Strongly favor,Strongly favor,No,Uses too much land
10702,1.0579,Independent,30-49,Some college,Suburban,Kansas,Somewhat favor,Somewhat favor,Somewhat favor,Yes,Changes how the area looks
10703,0.6927,Democrat,30-49,College graduate or more,Urban,Missouri,Strongly oppose,Strongly favor,Somewhat favor,No,No concerns
10704,0.8786,Democrat,18-29,College graduate or more,Suburban,Texas,Strongly favor,Somewhat oppose,Somewhat favor,No,Changes how the area looks
10705,1.6787,Republican,30-49,High school or less,Urban,Arkansas,Strongly favor,Strongly favor,Somewhat favor,Yes,No concerns
10706,1.7159,Republican,18-29,High school or less,Suburban,Texas,Somewhat favor,Strongly oppose,Strongly favor,No,Changes how the area looks
10707,0.3937,Democrat,30-49,College graduate or more,Suburban,Texas,Strongly favor,Somewhat favor,Somewhat favor,No,No concerns
10708,0.5186,Democrat,65+,High school or less,Suburban,Texas,Strongly favor,Strongly oppose,Somewhat oppose,No,Doubts it is reliable
10709,0.2992,Democrat,50-64,College graduate or more,Suburban,Texas,Somewhat favor,Somewhat favor,Somewhat favor,No,No concerns
10710,1.1019,Republican,65+,High school or less,Urban,Oklahoma,Strongly favor,Somewhat favor,Somewhat oppose,No,No concerns
10711,1.4109,Independent,18-29,Some college,Urban,Oklahoma,Strongly favor,Strongly favor,Strongly favor,No,Something else
10712,1.3151,Independent,50-64,High school or less,Rural,Texas,Somewhat favor,Somewhat oppose,Somewhat oppose,No,Something else
10713,0.5776,Democrat,30-49,College graduate or more,Suburban,Oklahoma,Somewhat favor,Somewhat favor,Strongly favor,No,Uses too much land
10714,1.4028,Independent,18-29,Some college,Suburban,Missouri,Strongly favor,Somewhat oppose,Strongly oppose,No,Uses too much land
10715,0.8314,Independent,30-49,Some college,Urban,Texas,Somewhat favor,Somewhat favor,Strongly favor,Yes,No concerns
10716,0.5696,Republican,65+,Some college,Suburban,Kansas,Somewhat favor,Somewhat favor,Strongly oppose,No,Worried about property values
10717,0.3982,Republican,50-64,College graduate or more,Suburban,Kansas,Somewhat favor,Somewhat favor,Strongly oppose,No,Something else
10718,1.5629,Republican,30-49,High school or less,Urban,Texas,Somewhat favor,Somewhat favor,Strongly favor,No,Something else
10719,0.4346,Republican,65+,College graduate or more,Suburban,Louisiana,Somewhat favor,Somewhat oppose,Strongly oppose,Yes,Something else
10720,1.5743,Democrat,18-29,Some college,Rural,Texas,Strongly favor,Somewhat favor,Strongly favor,No,No concerns
10721,0.8653,Republican,30-49,College graduate or more,Rural,Texas,Somewhat oppose,Somewhat oppose,Strongly oppose,No,Doubts it is reliable
10722,0.405,Independent,65+,College graduate or more,Suburban,Oklahoma,Strongly oppose,Strongly favor,Somewhat oppose,No,Worried about property values
10723,0.7473,Independent,65+,Some college,Rural,Texas,Strongly favor,Strongly oppose,Strongly oppose,No,Something else
10724,0.3502,Republican,50-64,College graduate or more,Suburban,Arkansas,Strongly favor,Strongly favor,Somewhat favor,No,No concerns
10725,0.7335,Independent,50-64,Some college,Urban,Arkansas,Somewhat oppose,Somewhat oppose,Somewhat favor,No,Uses too much land
10726,0.6427,Independent,50-64,Some college,Suburban,Texas,Strongly favor,Somewhat oppose,Somewhat oppose,No,Uses too much land
10727,1.133,Republican,50-64,High school or less,Suburban,Texas,Somewhat favor,Somewhat favor,Strongly favor,No,Worried about property values
10728,1.5776,Democrat,30-49,High school or less,Rural,Louisiana,Strongly favor,Somewhat favor,Somewhat favor,No,Changes how the area looks
10729,0.7629,Democrat,50-64,High school or less,Urban,Louisiana,Strongly favor,Strongly oppose,Strongly oppose,No,Changes how the area looks
10730,0.7831,Republican,65+,High school or less,Suburban,Oklahoma,Somewhat favor,Strongly oppose,Somewhat oppose,No,Uses too much land
10731,1.1446,Republican,50-64,High school or less,Urban,Arkansas,Somewhat oppose,Somewhat oppose,Somewhat favor,No,Doubts it is reliable
10732,1.0552,Independent,30-49,Some college,Suburban,Kansas,Strongly favor,Somewhat favor,Strongly favor,Yes,No concerns
10733,1.0153,Democrat,30-49,High school or less,Suburban,Louisiana,Strongly favor,Somewhat oppose,Strongly favor,No,Something else
10734,1.4333,Democrat,30-49,High school or less,Suburban,Texas,Somewhat favor,Strongly favor,Somewhat favor,No,Uses too much land
10735,3.1373,Republican,18-29,High school or less,Suburban,Texas,Strongly oppose,Strongly favor,Somewhat oppose,No,Something else
10736,0.7955,Republican,50-64,Some college,Urban,Arkansas,Strongly oppose,Somewhat favor,Somewhat favor,No,No concerns
10737,0.443,Democrat,50-64,College graduate or more,Urban,Arkansas,Strongly favor,Strongly favor,Somewhat favor,Yes,No concerns
10738,1.0416,Republican,50-64,High school or less,Urban,Texas,Somewhat favor,Somewhat favor,Somewhat favor,No,No concerns
10739,0.5448,Independent,50-64,Some college,Suburban,Arkansas,Strongly favor,Somewhat favor,Somewhat oppose,No,Uses too much land
10740,0.5835,Democrat,65+,Some college,Urban,Louisiana,Strongly oppose,Strongly favor,Somewhat favor,Yes,Uses too much land
10741,0.5655,Democrat,65+,High school or less,Urban,Texas,Strongly favor,Strongly favor,Somewhat favor,Yes,No concerns
10742,0.8982,Republican,65+,High school or less,Urban,Louisiana,Strongly favor,Somewhat oppose,Somewhat oppose,No,Worried about property values
10743,0.7909,Independent,30-49,College graduate or more,Urban,Arkansas,Strongly favor,Somewhat oppose,Strongly favor,No,Changes how the area looks
10744,1.2361,Democrat,18-29,Some college,Urban,Texas,Strongly favor,Somewhat favor,Somewhat favor,No,Something else
10745,0.6451,Independent,30-49,College graduate or more,Suburban,Kansas,Somewhat favor,Strongly favor,99,No,Worried about property values
10746,1.2815,Democrat,30-49,High school or less,Urban,Louisiana,Strongly favor,Somewhat favor,Strongly favor,No,Uses too much land
10747,1.4077,Democrat,30-49,High school or less,Suburban,Texas,Somewhat favor,Somewhat favor,Strongly favor,No,No concerns
10748,0.5734,Independent,30-49,College graduate or more,Urban,Louisiana,Somewhat favor,Strongly oppose,Strongly favor,No,Doubts it is reliable
10749,0.6439,Independent,30-49,Some college,Suburban,Arkansas,Strongly favor,99,Somewhat favor,No,Something else
10750,1.0441,Independent,50-64,High school or less,Urban,Kansas,Strongly favor,Somewhat favor,Somewhat favor,No,No concerns
10751,0.622,Democrat,30-49,Some college,Suburban,Texas,Strongly favor,Somewhat oppose,Strongly favor,No,Something else
